FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,Airline,FlightDuration,AvgTicketPrice,Aircraft,PassengerCount
FL-109657,HND,JFK,2023-12-13 09:24:00,2023-12-13 12:41:00,Singapore Airlines,3:17:00,255,Airbus A330,143
FL-478656,ICN,YVR,2023-02-02 23:10:00,2023-02-03 07:48:00,Cathay Pacific,8:38:00,1634,Boeing 747,215
FL-199550,FCO,YVR,2023-12-02 15:32:00,2023-12-02 23:28:00,Cathay Pacific,7:56:00,1224,Embraer E190,125
FL-708816,DFW,SYD,2023-01-25 10:23:00,2023-01-25 15:25:00,Singapore Airlines,5:02:00,2016,Airbus A340,248
FL-352628,DXB,MEL,2023-07-06 13:32:00,2023-07-06 21:55:00,British Airways,8:23:00,331,Airbus A350,164
FL-203928,IST,DXB,2023-09-12 15:00:00,2023-09-12 22:39:00,Etihad Airways,7:39:00,2242,Airbus A340,157
FL-496644,SFO,YYZ,2023-04-05 14:16:00,2023-04-05 19:25:00,Swiss International Air Lines,5:09:00,1266,Airbus A350,100
FL-786177,DFW,YUL,2023-04-05 12:49:00,2023-04-05 16:23:00,Iberia,3:34:00,2729,Airbus A350,174
FL-181337,CDG,FCO,2023-01-02 18:44:00,2023-01-02 22:10:00,Emirates,3:26:00,1275,Embraer E190,155
FL-384923,LAX,ICN,2023-12-05 19:05:00,2023-12-05 23:53:00,Lufthansa,4:48:00,981,Airbus A340,238
FL-280781,FRA,LAX,2023-01-12 07:47:00,2023-01-12 10:33:00,Qatar Airways,2:46:00,802,Boeing 777,145
FL-875398,YUL,DFW,2023-04-09 20:42:00,2023-04-10 00:33:00,British Airways,3:51:00,1520,Bombardier Q400,160
FL-878404,ATL,CDG,2023-06-23 02:23:00,2023-06-23 04:40:00,Air France,2:17:00,317,Boeing 747,110
FL-348392,YOW,MEL,2023-05-16 17:16:00,2023-05-17 00:23:00,Etihad Airways,7:07:00,2292,Boeing 787,152
FL-182227,PEK,LHR,2023-07-04 12:23:00,2023-07-04 15:31:00,Air Python,3:08:00,2816,Bombardier Q400,197
FL-821753,SIN,JFK,2023-10-07 01:15:00,2023-10-07 05:21:00,Avianca,4:06:00,1514,Bombardier Q400,177
FL-111216,DEN,MIA,2023-09-24 02:09:00,2023-09-24 07:07:00,Virgin Atlantic,4:58:00,2263,Airbus A320,144
FL-569831,YOW,MEX,2023-02-21 11:04:00,2023-02-21 12:33:00,Turkish Airlines,1:29:00,723,Boeing 767,195
FL-305986,LAX,YOW,2023-07-11 00:52:00,2023-07-11 06:12:00,WestJet,5:20:00,2518,Boeing 787,100
FL-729212,YHZ,YXU,2023-08-24 21:28:00,2023-08-25 03:27:00,Air Canada,5:59:00,879,Boeing 737 MAX,165
FL-315702,DXB,YYZ,2023-06-05 08:09:00,2023-06-05 13:38:00,Iberia,5:29:00,2805,Boeing 747,151
FL-894698,SYD,YHZ,2023-02-21 08:17:00,2023-02-21 15:23:00,Royal Jordanian,7:06:00,1476,Boeing 787,126
FL-460449,YXU,YUL,2023-07-27 16:13:00,2023-07-27 20:46:00,Finnair,4:33:00,1920,Bombardier CRJ900,216
FL-998814,SFO,SYD,2023-06-03 12:48:00,2023-06-03 20:20:00,Iberia,7:32:00,1002,Boeing 767,158
FL-460632,LHR,MEX,2023-02-17 06:14:00,2023-02-17 08:06:00,Virgin Atlantic,1:52:00,1758,Bombardier CRJ900,161
FL-962489,DFW,JFK,2023-10-17 19:45:00,2023-10-18 01:16:00,Aeroflot,5:31:00,2448,Airbus A380,196
FL-656102,SFO,LAX,2023-01-23 05:13:00,2023-01-23 09:18:00,Virgin Atlantic,4:05:00,2693,Boeing 747,165
FL-225686,YHZ,LHR,2023-03-17 23:13:00,2023-03-18 00:40:00,KLM,1:27:00,1808,Boeing 747,186
FL-916079,ORD,ATL,2023-01-07 10:06:00,2023-01-07 16:22:00,Cathay Pacific,6:16:00,2966,McDonnell Douglas MD-88,110
FL-778442,HND,SFO,2023-08-18 10:14:00,2023-08-18 13:07:00,Cathay Pacific,2:53:00,1226,Airbus A330,148
FL-647281,YYZ,MEL,2023-03-04 17:01:00,2023-03-04 21:27:00,Singapore Airlines,4:26:00,2481,Boeing 767,221
FL-971627,SYD,SIN,2023-01-13 06:18:00,2023-01-13 13:20:00,Thai Airways,7:02:00,887,Airbus A380,142
FL-799536,SFO,PEK,2023-02-23 21:12:00,2023-02-24 01:34:00,United Airlines,4:22:00,2858,Airbus A320,160
FL-709554,YYZ,FCO,2023-06-23 12:31:00,2023-06-23 17:09:00,Air France,4:38:00,2326,Boeing 767,138
FL-355888,PEK,SIN,2023-01-26 04:27:00,2023-01-26 10:18:00,Turkish Airlines,5:51:00,2437,Boeing 737,224
FL-337387,DEN,FCO,2023-09-22 04:12:00,2023-09-22 06:07:00,Qantas,1:55:00,2487,Boeing 777,150
FL-224837,MEL,MIA,2023-12-22 08:59:00,2023-12-22 11:33:00,Alitalia,2:34:00,1193,Bombardier Q400,250
FL-797245,ATL,DEN,2023-12-25 16:14:00,2023-12-25 20:30:00,Alitalia,4:16:00,2417,Airbus A340,204
FL-220294,CDG,YHZ,2023-01-02 22:12:00,2023-01-03 04:41:00,British Airways,6:29:00,552,Airbus A380,207
FL-647245,JFK,SIN,2023-07-21 06:32:00,2023-07-21 14:35:00,Qatar Airways,8:03:00,2603,Airbus A330,158
FL-782916,ORD,LAX,2023-01-01 16:44:00,2023-01-01 23:20:00,EVA Air,6:36:00,2496,Bombardier CRJ900,231
FL-731984,AMS,JFK,2023-05-14 07:30:00,2023-05-14 10:49:00,Alitalia,3:19:00,1531,Bombardier Q400,111
FL-758538,ATL,HND,2023-04-27 06:36:00,2023-04-27 12:59:00,Royal Jordanian,6:23:00,2285,Airbus A320,115
FL-906863,YOW,SYD,2023-04-25 17:01:00,2023-04-26 01:59:00,Finnair,8:58:00,2003,Boeing 747,237
FL-988986,CDG,HKG,2023-08-25 13:04:00,2023-08-25 21:30:00,Thai Airways,8:26:00,2560,Bombardier CRJ900,105
FL-687033,YHZ,JFK,2023-04-08 09:21:00,2023-04-08 12:45:00,Lufthansa,3:24:00,217,Boeing 747,139
FL-413461,IST,JFK,2023-02-14 15:28:00,2023-02-14 17:24:00,Finnair,1:56:00,1527,McDonnell Douglas MD-88,220
FL-247725,ICN,FRA,2023-08-04 06:47:00,2023-08-04 15:41:00,Asiana Airlines,8:54:00,843,Airbus A330,149
FL-110952,DXB,MEL,2023-01-14 19:16:00,2023-01-15 03:47:00,Royal Jordanian,8:31:00,462,Boeing 767,132
FL-129078,IST,HKG,2023-06-21 01:18:00,2023-06-21 06:41:00,Finnair,5:23:00,1918,Airbus A330,179
FL-607029,LAX,ICN,2023-03-08 09:07:00,2023-03-08 17:59:00,Qantas,8:52:00,1004,Airbus A380,246
FL-615601,JFK,AMS,2023-04-16 19:41:00,2023-04-17 03:13:00,Lufthansa,7:32:00,1261,Boeing 737,219
FL-997297,DFW,YOW,2023-11-23 07:28:00,2023-11-23 15:07:00,Qatar Airways,7:39:00,2414,Airbus A350,213
FL-805173,YHZ,FCO,2023-07-28 00:46:00,2023-07-28 07:54:00,Asiana Airlines,7:08:00,2276,Airbus A320,139
FL-772906,DEN,SFO,2023-09-06 15:02:00,2023-09-06 20:54:00,KLM,5:52:00,1741,Airbus A320,222
FL-293673,SIN,DXB,2023-09-24 17:53:00,2023-09-24 19:38:00,Royal Jordanian,1:45:00,2468,Boeing 747,158
FL-465545,YXU,ORD,2023-12-19 04:28:00,2023-12-19 09:26:00,Finnair,4:58:00,2536,Boeing 767,117
FL-371198,SIN,YUL,2023-07-21 04:10:00,2023-07-21 08:53:00,Air Canada,4:43:00,722,Airbus A340,162
FL-633667,FRA,LAX,2023-04-17 06:16:00,2023-04-17 14:47:00,Air France,8:31:00,617,Airbus A320,100
FL-985770,YXU,DEN,2023-06-21 22:16:00,2023-06-22 03:25:00,KLM,5:09:00,1644,Airbus A350,188
FL-190869,YVR,YUL,2023-07-23 04:36:00,2023-07-23 07:37:00,Singapore Airlines,3:01:00,1164,Airbus A330,169
FL-619063,YHZ,FCO,2023-04-07 12:31:00,2023-04-07 18:19:00,British Airways,5:48:00,1485,Airbus A320,123
FL-510214,DEN,HND,2023-01-05 15:20:00,2023-01-05 20:56:00,Aeroflot,5:36:00,1255,Bombardier CRJ900,129
FL-441396,YVR,ICN,2023-05-11 01:49:00,2023-05-11 03:41:00,Qatar Airways,1:52:00,1138,Airbus A320,119
FL-212425,YUL,ICN,2023-11-11 10:26:00,2023-11-11 11:38:00,Royal Jordanian,1:12:00,2632,Bombardier CRJ900,230
FL-509731,JFK,FRA,2023-10-17 09:10:00,2023-10-17 16:43:00,Alitalia,7:33:00,1032,McDonnell Douglas MD-88,229
FL-226996,SIN,DXB,2023-05-02 11:53:00,2023-05-02 17:54:00,Virgin Atlantic,6:01:00,239,Boeing 737,218
FL-470861,LAX,HND,2023-02-09 19:39:00,2023-02-10 02:41:00,Air France,7:02:00,493,Airbus A350,136
FL-731025,HND,YOW,2023-09-20 16:37:00,2023-09-21 00:15:00,Air France,7:38:00,535,Airbus A330,100
FL-727687,MIA,YHZ,2023-01-10 20:47:00,2023-01-11 00:29:00,Air France,3:42:00,1416,Airbus A320,190
FL-192872,SIN,LHR,2023-09-23 09:35:00,2023-09-23 14:18:00,Qantas,4:43:00,913,Embraer E190,223
FL-465088,MIA,LAX,2023-03-09 09:24:00,2023-03-09 16:09:00,United Airlines,6:45:00,2707,Airbus A330,203
FL-231028,PEK,HKG,2023-10-28 00:21:00,2023-10-28 09:05:00,Emirates,8:44:00,436,Airbus A350,175
FL-953675,HKG,HND,2023-05-20 12:56:00,2023-05-20 21:17:00,Finnair,8:21:00,379,Boeing 767,187
FL-680315,YVR,LAX,2023-12-10 03:41:00,2023-12-10 12:39:00,Air France,8:58:00,2341,Airbus A320,173
FL-152802,MEX,LAX,2023-10-07 06:46:00,2023-10-07 11:40:00,Etihad Airways,4:54:00,1600,Airbus A340,223
FL-185506,YHZ,MIA,2023-07-27 03:25:00,2023-07-27 04:45:00,Royal Jordanian,1:20:00,2768,Bombardier Q400,202
FL-729026,JFK,MIA,2023-10-19 21:51:00,2023-10-20 05:46:00,ANA All Nippon Airways,7:55:00,1529,Bombardier Q400,208
FL-451110,ORD,PEK,2023-06-02 14:38:00,2023-06-02 15:39:00,Emirates,1:01:00,1642,Airbus A330,231
FL-796498,DFW,FRA,2023-09-18 05:59:00,2023-09-18 14:53:00,Finnair,8:54:00,1148,Boeing 777,240
FL-930588,FRA,FCO,2023-07-21 10:30:00,2023-07-21 16:50:00,Thai Airways,6:20:00,1502,Airbus A320,248
FL-179337,FRA,MIA,2023-05-03 19:03:00,2023-05-03 21:19:00,China Southern Airlines,2:16:00,2829,Airbus A380,186
FL-952796,HND,DFW,2023-10-23 22:06:00,2023-10-24 00:14:00,Air Python,2:08:00,1949,Airbus A380,187
FL-616749,FRA,SFO,2023-08-04 21:37:00,2023-08-05 05:42:00,EVA Air,8:05:00,1138,Bombardier Q400,147
FL-588554,JFK,FCO,2023-08-18 09:14:00,2023-08-18 14:50:00,British Airways,5:36:00,904,Airbus A350,176
FL-263627,YYZ,JFK,2023-04-03 08:26:00,2023-04-03 14:31:00,Air Canada,6:05:00,1954,Airbus A380,249
FL-886086,FRA,HND,2023-04-04 07:44:00,2023-04-04 14:01:00,EVA Air,6:17:00,1742,McDonnell Douglas MD-88,108
FL-449991,AMS,MEX,2023-05-20 09:56:00,2023-05-20 16:07:00,Etihad Airways,6:11:00,1266,McDonnell Douglas MD-88,222
FL-516801,FRA,SYD,2023-01-12 17:31:00,2023-01-13 01:22:00,Swiss International Air Lines,7:51:00,1689,Bombardier CRJ900,192
FL-145698,SYD,SFO,2023-07-19 12:10:00,2023-07-19 19:38:00,Delta Airlines,7:28:00,2658,Boeing 767,125
FL-404340,LAX,YHZ,2023-08-14 04:58:00,2023-08-14 06:16:00,Turkish Airlines,1:18:00,2674,Bombardier CRJ900,114
FL-404874,HND,PEK,2023-03-01 18:39:00,2023-03-01 23:39:00,Delta Airlines,5:00:00,2991,Bombardier Q400,221
FL-716315,SIN,YXU,2023-02-11 00:15:00,2023-02-11 08:04:00,Qatar Airways,7:49:00,1622,Boeing 787,231
FL-218737,YXU,AMS,2023-11-05 05:17:00,2023-11-05 10:57:00,Aeroflot,5:40:00,685,Bombardier CRJ900,175
FL-682161,YYZ,LHR,2023-01-23 15:59:00,2023-01-23 23:38:00,Finnair,7:39:00,2508,Airbus A350,173
FL-389821,HND,MIA,2023-04-12 22:43:00,2023-04-13 00:15:00,Thai Airways,1:32:00,1132,Bombardier CRJ900,222
FL-564470,HKG,FCO,2023-11-01 21:10:00,2023-11-02 04:25:00,British Airways,7:15:00,1766,Boeing 737 MAX,223
FL-148245,SFO,YXU,2023-05-22 00:29:00,2023-05-22 03:03:00,American Airlines,2:34:00,952,Boeing 767,214
FL-377786,FRA,LAX,2023-10-10 14:51:00,2023-10-10 22:48:00,WestJet,7:57:00,1532,Boeing 737,116
FL-908847,SFO,MIA,2023-02-26 04:41:00,2023-02-26 10:08:00,KLM,5:27:00,2822,Boeing 767,178
FL-695587,MEX,MIA,2023-01-18 23:49:00,2023-01-19 07:50:00,Lufthansa,8:01:00,1849,Boeing 737,186
FL-515543,SIN,YUL,2023-11-26 23:51:00,2023-11-27 07:12:00,Iberia,7:21:00,967,Boeing 737 MAX,236
FL-134386,YYZ,ICN,2023-11-24 13:58:00,2023-11-24 18:44:00,Swiss International Air Lines,4:46:00,2778,Boeing 787,101
FL-196620,HND,YVR,2023-01-20 19:04:00,2023-01-21 03:08:00,Avianca,8:04:00,1877,Airbus A380,226
FL-393690,ATL,IST,2023-10-09 17:45:00,2023-10-10 01:16:00,Air Canada,7:31:00,489,Bombardier Q400,129
FL-589699,MIA,FCO,2023-08-26 09:48:00,2023-08-26 11:12:00,Asiana Airlines,1:24:00,1904,Airbus A320,138
FL-414915,YVR,MIA,2023-01-07 01:43:00,2023-01-07 05:38:00,Avianca,3:55:00,1343,Boeing 777,178
FL-987245,YVR,FCO,2023-06-15 08:02:00,2023-06-15 11:40:00,Alitalia,3:38:00,776,Boeing 777,141
FL-103497,YHZ,DEN,2023-12-15 02:31:00,2023-12-15 04:30:00,WestJet,1:59:00,2530,Boeing 767,190
FL-224943,YXU,FCO,2023-02-02 13:45:00,2023-02-02 19:34:00,Singapore Airlines,5:49:00,1568,Airbus A380,243
FL-699497,MIA,YOW,2023-04-08 10:41:00,2023-04-08 12:36:00,Turkish Airlines,1:55:00,2984,McDonnell Douglas MD-88,120
FL-480180,ORD,DFW,2023-06-28 18:42:00,2023-06-28 23:53:00,Avianca,5:11:00,1534,Airbus A380,247
FL-239314,JFK,YVR,2023-11-24 09:33:00,2023-11-24 12:15:00,China Southern Airlines,2:42:00,852,Boeing 767,195
FL-588806,HKG,SIN,2023-12-27 17:04:00,2023-12-28 00:08:00,Emirates,7:04:00,2986,Boeing 787,203
FL-528743,LAX,SIN,2023-11-24 21:01:00,2023-11-24 23:42:00,United Airlines,2:41:00,1003,Airbus A320,217
FL-472414,PEK,YYZ,2023-04-01 16:08:00,2023-04-01 19:35:00,Asiana Airlines,3:27:00,2252,McDonnell Douglas MD-88,206
FL-653296,YYZ,FRA,2023-07-06 16:29:00,2023-07-06 20:17:00,KLM,3:48:00,1797,Airbus A350,165
FL-486855,YVR,AMS,2023-02-16 21:26:00,2023-02-17 04:28:00,Turkish Airlines,7:02:00,2254,McDonnell Douglas MD-88,153
FL-183829,CDG,HKG,2023-10-26 05:05:00,2023-10-26 11:37:00,Alitalia,6:32:00,2581,Bombardier Q400,216
FL-776557,LAX,ATL,2023-06-02 00:52:00,2023-06-02 06:44:00,Turkish Airlines,5:52:00,600,Boeing 787,116
FL-777882,YHZ,CDG,2023-02-22 09:42:00,2023-02-22 17:39:00,Avianca,7:57:00,2865,Airbus A330,108
FL-185892,LAX,YYZ,2023-04-08 18:16:00,2023-04-09 00:42:00,Finnair,6:26:00,1282,Boeing 737,170
FL-466720,MEL,YHZ,2023-09-09 04:57:00,2023-09-09 13:08:00,Swiss International Air Lines,8:11:00,695,Airbus A330,192
FL-178856,FCO,CDG,2023-07-09 12:23:00,2023-07-09 20:59:00,EVA Air,8:36:00,698,Airbus A350,137
FL-789587,CDG,HND,2023-09-19 04:17:00,2023-09-19 11:17:00,Air Python,7:00:00,2953,Airbus A330,223
FL-528886,DFW,ATL,2023-01-14 03:50:00,2023-01-14 05:56:00,Royal Jordanian,2:06:00,1955,Boeing 767,221
FL-136132,SIN,CDG,2023-02-02 17:11:00,2023-02-03 00:08:00,ANA All Nippon Airways,6:57:00,2119,McDonnell Douglas MD-88,128
FL-238835,YXU,SIN,2023-12-26 05:24:00,2023-12-26 08:32:00,Finnair,3:08:00,515,Boeing 737 MAX,183
FL-285575,ICN,SFO,2023-05-27 03:35:00,2023-05-27 04:47:00,Finnair,1:12:00,2513,Boeing 747,197
FL-634284,YXU,ATL,2023-08-08 04:02:00,2023-08-08 10:36:00,Royal Jordanian,6:34:00,417,Embraer E190,218
FL-391695,ICN,YXU,2023-12-03 03:27:00,2023-12-03 10:23:00,EVA Air,6:56:00,2011,McDonnell Douglas MD-88,158
FL-137333,MEX,YOW,2023-10-06 02:07:00,2023-10-06 08:15:00,Iberia,6:08:00,2677,Boeing 787,134
FL-370325,YXU,FRA,2023-05-27 22:07:00,2023-05-28 05:30:00,Cathay Pacific,7:23:00,2986,Airbus A340,169
FL-180373,DEN,MEL,2023-02-28 11:13:00,2023-02-28 20:08:00,Swiss International Air Lines,8:55:00,1065,Bombardier CRJ900,103
FL-897629,IST,FCO,2023-07-25 06:57:00,2023-07-25 13:36:00,WestJet,6:39:00,1226,Boeing 737,247
FL-767407,SYD,YYZ,2023-02-08 21:35:00,2023-02-09 03:21:00,Etihad Airways,5:46:00,1791,Boeing 777,203
FL-376651,YOW,MIA,2023-09-02 14:30:00,2023-09-02 22:15:00,Qatar Airways,7:45:00,284,Airbus A380,214
FL-152623,CDG,LAX,2023-12-05 10:04:00,2023-12-05 15:50:00,Air Python,5:46:00,2273,Airbus A330,189
FL-971725,LAX,ICN,2023-10-09 13:58:00,2023-10-09 17:28:00,Air France,3:30:00,1543,Boeing 737,147
FL-666737,DEN,ICN,2023-06-10 04:05:00,2023-06-10 12:34:00,KLM,8:29:00,961,Airbus A340,112
FL-702641,MIA,HKG,2023-04-21 20:13:00,2023-04-22 01:31:00,Qantas,5:18:00,2644,Airbus A330,107
FL-370817,DFW,FRA,2023-11-04 20:31:00,2023-11-05 02:16:00,Virgin Atlantic,5:45:00,2092,Boeing 777,233
FL-429313,MIA,YYZ,2023-04-02 11:17:00,2023-04-02 18:45:00,Royal Jordanian,7:28:00,852,Airbus A380,104
FL-557237,YUL,YXU,2023-06-05 20:03:00,2023-06-06 00:51:00,Aeroflot,4:48:00,359,Airbus A380,248
FL-276291,SYD,DXB,2023-10-28 20:44:00,2023-10-29 00:13:00,Cathay Pacific,3:29:00,1616,Airbus A330,158
FL-237240,YXU,YUL,2023-03-05 09:09:00,2023-03-05 15:15:00,Emirates,6:06:00,2712,Boeing 777,190
FL-493342,DEN,SIN,2023-04-21 02:19:00,2023-04-21 04:28:00,Singapore Airlines,2:09:00,1143,Airbus A320,191
FL-363030,JFK,AMS,2023-03-19 07:54:00,2023-03-19 11:09:00,Etihad Airways,3:15:00,2902,Airbus A340,175
FL-631818,FCO,LHR,2023-11-06 16:37:00,2023-11-06 23:03:00,Finnair,6:26:00,2020,Boeing 737,145
FL-559145,YYZ,FCO,2023-09-05 06:11:00,2023-09-05 10:29:00,Virgin Atlantic,4:18:00,1561,Airbus A320,190
FL-228794,YUL,YYZ,2023-07-10 17:27:00,2023-07-10 19:02:00,Finnair,1:35:00,2227,Boeing 737 MAX,220
FL-271870,ICN,YOW,2023-03-27 04:52:00,2023-03-27 13:10:00,Aeroflot,8:18:00,1033,Embraer E190,151
FL-644743,ATL,SIN,2023-01-24 21:57:00,2023-01-25 00:02:00,Qatar Airways,2:05:00,429,Boeing 737 MAX,247
FL-747486,FRA,DEN,2023-02-24 04:11:00,2023-02-24 07:30:00,China Southern Airlines,3:19:00,280,Boeing 747,156
FL-928851,AMS,MEX,2023-01-23 01:34:00,2023-01-23 04:27:00,Iberia,2:53:00,1208,Boeing 767,115
FL-412109,ORD,SIN,2023-06-04 10:05:00,2023-06-04 13:19:00,WestJet,3:14:00,468,Boeing 747,195
FL-840228,AMS,MEL,2023-04-07 02:36:00,2023-04-07 09:48:00,Asiana Airlines,7:12:00,2646,Boeing 737,198
FL-187822,ICN,MEX,2023-09-01 09:38:00,2023-09-01 11:19:00,Delta Airlines,1:41:00,2277,Boeing 787,198
FL-550098,LAX,PEK,2023-03-25 20:38:00,2023-03-26 03:53:00,KLM,7:15:00,2384,Boeing 787,144
FL-667378,MEX,LAX,2023-11-09 02:07:00,2023-11-09 08:41:00,China Southern Airlines,6:34:00,1050,Airbus A330,138
FL-716207,MEX,HND,2023-06-02 20:35:00,2023-06-02 21:43:00,Delta Airlines,1:08:00,545,Boeing 777,145
FL-293758,HND,FRA,2023-05-16 21:10:00,2023-05-17 02:20:00,Air Canada,5:10:00,2918,Boeing 737 MAX,210
FL-297022,LAX,HND,2023-09-17 21:48:00,2023-09-18 00:58:00,WestJet,3:10:00,2970,Boeing 767,168
FL-998472,FCO,HND,2023-12-12 00:50:00,2023-12-12 06:09:00,Singapore Airlines,5:19:00,874,Boeing 747,152
FL-473546,CDG,SIN,2023-04-18 22:54:00,2023-04-19 06:27:00,Alitalia,7:33:00,2634,Bombardier CRJ900,125
FL-988831,LAX,YOW,2023-09-28 01:14:00,2023-09-28 08:35:00,EVA Air,7:21:00,438,Airbus A320,100
FL-584545,DXB,JFK,2023-03-15 17:08:00,2023-03-15 21:21:00,Royal Jordanian,4:13:00,2565,Boeing 767,141
FL-541876,HND,SYD,2023-04-18 14:51:00,2023-04-18 20:28:00,Asiana Airlines,5:37:00,1523,Airbus A350,185
FL-688352,YXU,ATL,2023-10-02 18:42:00,2023-10-03 00:19:00,Singapore Airlines,5:37:00,1376,Airbus A340,233
FL-491907,HKG,YUL,2023-03-02 22:44:00,2023-03-03 00:32:00,Air France,1:48:00,230,Airbus A350,138
FL-250785,HND,IST,2023-12-21 13:37:00,2023-12-21 15:18:00,Swiss International Air Lines,1:41:00,454,Bombardier Q400,192
FL-374216,SYD,MIA,2023-11-27 00:46:00,2023-11-27 05:26:00,Air Python,4:40:00,1067,Airbus A330,203
FL-506616,LAX,HKG,2023-03-02 19:15:00,2023-03-03 01:50:00,Thai Airways,6:35:00,670,Boeing 777,113
FL-827027,DFW,SIN,2023-08-07 11:30:00,2023-08-07 13:54:00,Aeroflot,2:24:00,273,Airbus A330,151
FL-240954,DFW,SIN,2023-10-03 23:29:00,2023-10-04 08:07:00,Qantas,8:38:00,1976,Airbus A380,112
FL-944697,ICN,SIN,2023-08-13 11:07:00,2023-08-13 13:00:00,Avianca,1:53:00,2146,Airbus A380,103
FL-194384,JFK,DFW,2023-11-13 21:17:00,2023-11-14 01:00:00,ANA All Nippon Airways,3:43:00,2225,Airbus A330,220
FL-270105,SIN,HND,2023-12-03 23:53:00,2023-12-04 03:07:00,KLM,3:14:00,2884,Airbus A350,138
FL-129610,PEK,YUL,2023-12-22 01:52:00,2023-12-22 08:58:00,Virgin Atlantic,7:06:00,622,Boeing 777,136
FL-189893,ICN,MEL,2023-09-02 18:55:00,2023-09-02 23:50:00,Lufthansa,4:55:00,2726,Airbus A330,227
FL-777251,IST,LHR,2023-04-16 15:57:00,2023-04-16 18:44:00,Delta Airlines,2:47:00,980,Boeing 777,172
FL-117165,PEK,LHR,2023-09-14 05:22:00,2023-09-14 11:38:00,Alitalia,6:16:00,1618,Airbus A330,242
FL-725541,ORD,YOW,2023-05-05 03:50:00,2023-05-05 11:07:00,Swiss International Air Lines,7:17:00,1458,Boeing 787,225
FL-972406,SYD,ATL,2023-07-13 06:06:00,2023-07-13 11:36:00,Emirates,5:30:00,1525,Airbus A380,127
FL-215351,LAX,YUL,2023-08-21 03:07:00,2023-08-21 07:15:00,KLM,4:08:00,1459,Embraer E190,196
FL-759788,MEX,AMS,2023-01-11 06:18:00,2023-01-11 11:29:00,ANA All Nippon Airways,5:11:00,2365,Boeing 767,169
FL-598520,DFW,SIN,2023-04-10 10:08:00,2023-04-10 16:00:00,Cathay Pacific,5:52:00,1061,Embraer E190,197
FL-347758,HKG,CDG,2023-04-24 13:15:00,2023-04-24 15:42:00,Etihad Airways,2:27:00,2728,Boeing 737,247
FL-835098,FRA,LHR,2023-10-27 09:18:00,2023-10-27 15:27:00,British Airways,6:09:00,1684,Boeing 737 MAX,218
FL-902411,YOW,DXB,2023-11-05 07:14:00,2023-11-05 10:23:00,Finnair,3:09:00,2939,Airbus A330,188
FL-386736,JFK,LHR,2023-04-26 00:32:00,2023-04-26 02:45:00,ANA All Nippon Airways,2:13:00,519,Boeing 777,136
FL-352241,HND,MIA,2023-11-19 07:35:00,2023-11-19 14:00:00,KLM,6:25:00,2900,Boeing 737,115
FL-296935,AMS,PEK,2023-01-24 10:11:00,2023-01-24 16:26:00,Asiana Airlines,6:15:00,237,Boeing 777,111
FL-279295,ICN,YXU,2023-01-07 19:50:00,2023-01-07 22:09:00,Swiss International Air Lines,2:19:00,1163,Embraer E190,116
FL-604978,FRA,IST,2023-05-10 11:24:00,2023-05-10 17:40:00,Cathay Pacific,6:16:00,263,Airbus A330,116
FL-924530,LAX,YHZ,2023-06-25 02:43:00,2023-06-25 05:05:00,Air Python,2:22:00,2379,Airbus A350,150
FL-440682,CDG,LAX,2023-09-23 21:37:00,2023-09-24 05:44:00,Air France,8:07:00,1683,Airbus A380,173
FL-595460,IST,SFO,2023-12-15 22:59:00,2023-12-16 05:03:00,Qantas,6:04:00,1701,Boeing 747,185
FL-432554,HKG,YYZ,2023-01-21 19:19:00,2023-01-21 22:24:00,Lufthansa,3:05:00,2517,Airbus A350,112
FL-364426,ICN,SIN,2023-04-27 23:51:00,2023-04-28 08:50:00,Asiana Airlines,8:59:00,643,Boeing 787,137
FL-327115,DXB,LHR,2023-07-05 02:26:00,2023-07-05 10:40:00,Qantas,8:14:00,2494,Airbus A330,177
FL-929888,HND,SYD,2023-05-10 15:57:00,2023-05-10 20:28:00,Singapore Airlines,4:31:00,2798,Airbus A380,136
FL-999362,AMS,DXB,2023-07-28 05:38:00,2023-07-28 13:17:00,Qatar Airways,7:39:00,2806,Boeing 767,178
FL-340697,CDG,LAX,2023-09-12 21:53:00,2023-09-13 01:02:00,United Airlines,3:09:00,2209,Bombardier Q400,202
FL-116953,DXB,LAX,2023-12-26 05:34:00,2023-12-26 13:41:00,Thai Airways,8:07:00,1094,Boeing 747,202
FL-265970,JFK,MEX,2023-08-26 18:17:00,2023-08-27 02:22:00,Air Python,8:05:00,2409,Bombardier CRJ900,151
FL-954748,IST,YVR,2023-05-21 00:53:00,2023-05-21 06:08:00,British Airways,5:15:00,2097,Bombardier Q400,135
FL-611828,SFO,YYZ,2023-08-11 00:29:00,2023-08-11 02:50:00,Qantas,2:21:00,875,Boeing 787,150
FL-886882,LAX,YXU,2023-01-01 12:02:00,2023-01-01 14:45:00,Aeroflot,2:43:00,2549,Boeing 787,131
FL-561308,SFO,MEX,2023-10-06 05:12:00,2023-10-06 13:01:00,Asiana Airlines,7:49:00,1836,Embraer E190,222
FL-512178,ICN,FRA,2023-06-15 10:21:00,2023-06-15 11:21:00,Finnair,1:00:00,1375,Boeing 747,114
FL-514497,YYZ,DEN,2023-06-05 19:59:00,2023-06-05 21:16:00,Air Python,1:17:00,1776,Airbus A340,197
