FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,Airline,FlightDuration,AvgTicketPrice,Aircraft,PassengerCount
FL-984278,LHR,FRA,2023-12-19 07:09:00,2023-12-19 08:41:00,Avianca,1:32:00,1039,Boeing 737,130
FL-293122,SIN,SFO,2023-03-09 05:46:00,2023-03-09 08:57:00,Etihad Airways,3:11:00,2337,Boeing 777,221
FL-148736,AMS,ATL,2023-11-14 16:14:00,2023-11-14 23:34:00,Qantas,7:20:00,2134,Boeing 767,142
FL-490489,LAX,FCO,2023-09-10 15:23:00,2023-09-10 20:29:00,Delta Airlines,5:06:00,2543,Airbus A350,160
FL-693041,CDG,ATL,2023-12-20 06:25:00,2023-12-20 14:22:00,WestJet,7:57:00,546,Airbus A330,242
FL-834874,YHZ,LAX,2023-04-27 09:11:00,2023-04-27 13:58:00,British Airways,4:47:00,1768,Embraer E190,138
FL-392138,MIA,DXB,2023-08-26 04:58:00,2023-08-26 06:31:00,Avianca,1:33:00,1473,Boeing 777,129
FL-956226,ICN,CDG,2023-07-02 08:38:00,2023-07-02 17:22:00,Qatar Airways,8:44:00,1483,Airbus A350,152
FL-554478,SFO,LAX,2023-05-27 14:35:00,2023-05-27 17:39:00,KLM,3:04:00,1112,Boeing 737,150
FL-521640,LAX,SIN,2023-01-25 09:08:00,2023-01-25 15:01:00,Finnair,5:53:00,1205,McDonnell Douglas MD-88,123
FL-720440,AMS,FRA,2023-08-28 14:45:00,2023-08-28 17:55:00,Cathay Pacific,3:10:00,1341,Embraer E190,207
FL-498254,DEN,ICN,2023-07-28 00:41:00,2023-07-28 03:35:00,Emirates,2:54:00,2269,Boeing 777,104
FL-667994,IST,CDG,2023-04-11 17:10:00,2023-04-11 18:48:00,EVA Air,1:38:00,271,Boeing 737,128
FL-331463,LAX,YYZ,2023-11-02 20:02:00,2023-11-03 04:40:00,Air Canada,8:38:00,2926,Boeing 737,194
FL-768929,AMS,MIA,2023-11-15 14:25:00,2023-11-15 15:49:00,Singapore Airlines,1:24:00,2993,Airbus A320,195
FL-849019,CDG,MIA,2023-03-20 00:22:00,2023-03-20 03:29:00,Delta Airlines,3:07:00,377,Airbus A380,229
FL-198016,YXU,YOW,2023-09-01 15:56:00,2023-09-01 22:11:00,WestJet,6:15:00,2553,McDonnell Douglas MD-88,128
FL-869908,HKG,SIN,2023-03-03 03:56:00,2023-03-03 09:43:00,Air France,5:47:00,2372,Bombardier CRJ900,229
FL-986159,YOW,MEL,2023-05-15 10:46:00,2023-05-15 19:39:00,Singapore Airlines,8:53:00,602,Airbus A350,136
FL-115216,YVR,MEL,2023-06-26 00:21:00,2023-06-26 02:30:00,Air France,2:09:00,1528,Boeing 777,244
FL-367186,SYD,YHZ,2023-05-12 22:58:00,2023-05-13 00:42:00,American Airlines,1:44:00,1692,Boeing 737 MAX,105
FL-315506,JFK,ORD,2023-12-24 08:52:00,2023-12-24 15:30:00,United Airlines,6:38:00,2500,Airbus A340,109
FL-668379,FCO,SYD,2023-02-18 23:48:00,2023-02-19 06:44:00,Air Canada,6:56:00,2159,Airbus A320,233
FL-337175,JFK,ORD,2023-04-19 17:37:00,2023-04-19 19:50:00,Virgin Atlantic,2:13:00,2558,McDonnell Douglas MD-88,108
FL-928721,MEX,YOW,2023-09-01 06:07:00,2023-09-01 11:29:00,WestJet,5:22:00,759,Airbus A350,230
FL-511649,YXU,LHR,2023-01-09 18:39:00,2023-01-09 21:09:00,Avianca,2:30:00,2891,Bombardier Q400,150
FL-925304,MIA,DEN,2023-11-20 19:47:00,2023-11-21 01:58:00,Thai Airways,6:11:00,2386,Airbus A320,187
FL-965204,SIN,DXB,2023-01-11 01:55:00,2023-01-11 08:56:00,EVA Air,7:01:00,388,Boeing 787,173
FL-654926,HND,LAX,2023-06-11 08:34:00,2023-06-11 09:55:00,Avianca,1:21:00,2892,Boeing 767,244
FL-331198,YOW,FRA,2023-02-27 13:28:00,2023-02-27 19:44:00,Delta Airlines,6:16:00,1972,Airbus A340,168
FL-927957,DXB,HKG,2023-06-11 09:28:00,2023-06-11 10:31:00,Finnair,1:03:00,1069,Boeing 737,206
FL-979767,ICN,ORD,2023-01-02 12:37:00,2023-01-02 15:23:00,Lufthansa,2:46:00,208,Airbus A350,221
FL-711978,YUL,LAX,2023-03-21 05:59:00,2023-03-21 08:04:00,Turkish Airlines,2:05:00,2143,Embraer E190,234
FL-362919,SFO,PEK,2023-11-03 22:45:00,2023-11-04 03:46:00,Singapore Airlines,5:01:00,1601,Boeing 767,139
FL-560058,HKG,DXB,2023-06-14 17:43:00,2023-06-14 21:51:00,Alitalia,4:08:00,1301,Boeing 787,113
FL-597873,DXB,DEN,2023-12-01 22:51:00,2023-12-02 01:27:00,Etihad Airways,2:36:00,1976,Boeing 787,243
FL-135048,YYZ,MIA,2023-05-03 02:44:00,2023-05-03 03:58:00,Lufthansa,1:14:00,572,McDonnell Douglas MD-88,246
FL-527143,ATL,AMS,2023-01-02 10:45:00,2023-01-02 19:03:00,Iberia,8:18:00,1632,Airbus A350,198
FL-175494,ORD,YUL,2023-06-05 13:33:00,2023-06-05 16:21:00,Emirates,2:48:00,1469,Boeing 787,191
FL-653181,YOW,SIN,2023-03-05 08:54:00,2023-03-05 15:05:00,Virgin Atlantic,6:11:00,314,Boeing 737,222
FL-434840,ICN,DXB,2023-04-03 11:46:00,2023-04-03 13:32:00,Avianca,1:46:00,1606,Bombardier Q400,188
FL-266586,CDG,IST,2023-05-27 11:12:00,2023-05-27 19:42:00,British Airways,8:30:00,1512,Boeing 747,175
FL-224230,FRA,MEL,2023-07-20 17:38:00,2023-07-21 01:25:00,Turkish Airlines,7:47:00,2405,Airbus A330,171
FL-980124,ICN,YHZ,2023-11-10 11:05:00,2023-11-10 19:30:00,Swiss International Air Lines,8:25:00,1703,Embraer E190,112
FL-355096,LHR,DEN,2023-10-11 19:18:00,2023-10-12 01:15:00,Air France,5:57:00,873,Bombardier Q400,110
FL-569167,LHR,SFO,2023-11-20 00:22:00,2023-11-20 04:06:00,Turkish Airlines,3:44:00,956,Bombardier CRJ900,143
FL-642399,ATL,SIN,2023-08-24 11:02:00,2023-08-24 12:46:00,American Airlines,1:44:00,1945,Airbus A340,216
FL-444545,YOW,SYD,2023-05-21 11:24:00,2023-05-21 17:47:00,Emirates,6:23:00,2019,Boeing 767,207
FL-935784,IST,CDG,2023-04-27 01:09:00,2023-04-27 07:11:00,Finnair,6:02:00,1665,Boeing 737 MAX,227
FL-605702,HND,AMS,2023-11-15 14:28:00,2023-11-15 21:35:00,Swiss International Air Lines,7:07:00,2596,Airbus A380,243
FL-327917,CDG,DFW,2023-08-22 15:43:00,2023-08-22 16:56:00,American Airlines,1:13:00,2332,Boeing 747,155
FL-949155,ATL,SFO,2023-12-19 22:54:00,2023-12-20 00:17:00,Aeroflot,1:23:00,2720,Boeing 777,102
FL-743608,YVR,YUL,2023-04-20 09:07:00,2023-04-20 13:37:00,Thai Airways,4:30:00,1365,McDonnell Douglas MD-88,168
FL-901298,DFW,MEL,2023-12-12 00:29:00,2023-12-12 02:58:00,Qantas,2:29:00,2626,Boeing 767,182
FL-288886,YHZ,YXU,2023-09-07 11:28:00,2023-09-07 16:22:00,Avianca,4:54:00,1879,Bombardier CRJ900,153
FL-210020,MIA,YXU,2023-02-08 05:15:00,2023-02-08 12:50:00,Emirates,7:35:00,1077,Airbus A330,146
FL-532767,LHR,HKG,2023-09-12 09:37:00,2023-09-12 14:03:00,ANA All Nippon Airways,4:26:00,1521,Boeing 777,160
FL-102021,CDG,FCO,2023-08-13 11:20:00,2023-08-13 16:33:00,Air Python,5:13:00,2709,Airbus A380,172
FL-321194,SYD,FRA,2023-10-02 15:11:00,2023-10-02 23:04:00,Finnair,7:53:00,1084,Airbus A340,154
FL-457074,YYZ,LAX,2023-04-01 08:34:00,2023-04-01 15:52:00,Cathay Pacific,7:18:00,2103,Boeing 787,112
FL-487118,YXU,YUL,2023-04-05 14:28:00,2023-04-05 17:11:00,Lufthansa,2:43:00,2937,Embraer E190,177
FL-306493,DEN,YUL,2023-12-12 22:45:00,2023-12-13 06:23:00,British Airways,7:38:00,584,Airbus A350,144
FL-769931,JFK,ORD,2023-07-06 11:28:00,2023-07-06 12:50:00,Asiana Airlines,1:22:00,2641,Boeing 747,132
FL-106105,FCO,YYZ,2023-01-01 00:49:00,2023-01-01 03:58:00,Cathay Pacific,3:09:00,2217,McDonnell Douglas MD-88,108
FL-225802,MEX,IST,2023-04-22 17:08:00,2023-04-22 23:54:00,Swiss International Air Lines,6:46:00,2808,Airbus A350,180
FL-119783,MIA,DEN,2023-10-28 20:54:00,2023-10-29 03:33:00,Air Canada,6:39:00,1380,Airbus A330,175
FL-663576,DEN,HND,2023-02-21 10:15:00,2023-02-21 15:00:00,Emirates,4:45:00,1402,McDonnell Douglas MD-88,198
FL-123778,ATL,YHZ,2023-03-13 14:45:00,2023-03-13 18:17:00,United Airlines,3:32:00,2454,Boeing 747,206
FL-140011,PEK,ATL,2023-08-28 05:14:00,2023-08-28 10:03:00,Cathay Pacific,4:49:00,2938,McDonnell Douglas MD-88,220
FL-955428,JFK,ICN,2023-03-22 07:17:00,2023-03-22 09:39:00,ANA All Nippon Airways,2:22:00,2521,Airbus A350,144
FL-606054,MIA,LAX,2023-02-28 08:56:00,2023-02-28 16:54:00,American Airlines,7:58:00,2821,Airbus A350,100
FL-340283,PEK,LAX,2023-11-14 21:22:00,2023-11-15 05:14:00,Singapore Airlines,7:52:00,1919,Airbus A350,167
FL-703849,DXB,ORD,2023-05-05 10:15:00,2023-05-05 16:21:00,Thai Airways,6:06:00,1946,Boeing 747,174
FL-891201,YOW,PEK,2023-07-26 23:35:00,2023-07-27 03:23:00,Avianca,3:48:00,1143,Embraer E190,228
FL-731112,HKG,FRA,2023-04-03 15:05:00,2023-04-03 17:51:00,Cathay Pacific,2:46:00,749,Airbus A320,113
FL-519736,HKG,SIN,2023-04-07 08:32:00,2023-04-07 12:49:00,Air Python,4:17:00,1174,Boeing 777,105
FL-629239,JFK,AMS,2023-09-02 23:24:00,2023-09-03 04:16:00,Qatar Airways,4:52:00,2495,Bombardier CRJ900,235
FL-298839,YOW,MEX,2023-02-08 04:39:00,2023-02-08 10:51:00,British Airways,6:12:00,1509,Bombardier Q400,121
FL-768040,FCO,YVR,2023-04-03 03:57:00,2023-04-03 07:22:00,Aeroflot,3:25:00,2038,Boeing 787,170
FL-864282,YYZ,DFW,2023-02-07 19:23:00,2023-02-07 22:25:00,British Airways,3:02:00,2022,Airbus A330,144
FL-618708,ICN,LAX,2023-04-15 06:48:00,2023-04-15 13:50:00,Royal Jordanian,7:02:00,1621,Airbus A340,139
FL-871234,LAX,YYZ,2023-03-18 17:49:00,2023-03-19 02:04:00,Virgin Atlantic,8:15:00,2277,Boeing 777,211
FL-157066,AMS,LHR,2023-06-05 06:44:00,2023-06-05 08:24:00,American Airlines,1:40:00,2195,Airbus A380,156
FL-193190,YUL,MIA,2023-12-10 19:05:00,2023-12-10 23:02:00,Virgin Atlantic,3:57:00,1309,Boeing 767,158
FL-868559,LAX,DFW,2023-04-11 10:50:00,2023-04-11 17:05:00,Alitalia,6:15:00,237,Embraer E190,227
FL-499952,YUL,ATL,2023-10-19 13:28:00,2023-10-19 17:58:00,Asiana Airlines,4:30:00,2828,Airbus A320,189
FL-857567,DFW,LAX,2023-04-02 03:31:00,2023-04-02 04:38:00,WestJet,1:07:00,1464,Airbus A320,116
FL-272395,DXB,AMS,2023-10-06 20:17:00,2023-10-06 22:27:00,Cathay Pacific,2:10:00,2055,Bombardier Q400,231
FL-604453,MIA,YYZ,2023-12-17 01:21:00,2023-12-17 09:04:00,Delta Airlines,7:43:00,1286,Boeing 747,243
FL-443695,FCO,LHR,2023-05-10 14:47:00,2023-05-10 20:41:00,ANA All Nippon Airways,5:54:00,668,Boeing 737 MAX,114
FL-472206,YXU,MEL,2023-06-18 14:43:00,2023-06-18 16:46:00,Finnair,2:03:00,2989,Boeing 787,130
FL-513676,MIA,MEL,2023-11-28 07:09:00,2023-11-28 10:27:00,Qantas,3:18:00,2139,McDonnell Douglas MD-88,241
FL-136393,LAX,YYZ,2023-03-03 05:12:00,2023-03-03 12:26:00,Qatar Airways,7:14:00,2523,Airbus A350,157
FL-259147,MEL,ORD,2023-11-01 15:15:00,2023-11-01 22:40:00,Thai Airways,7:25:00,2643,Airbus A320,130
FL-839989,YVR,MIA,2023-01-20 21:51:00,2023-01-21 00:53:00,WestJet,3:02:00,2997,McDonnell Douglas MD-88,179
FL-539571,HKG,YHZ,2023-02-08 15:22:00,2023-02-08 21:06:00,Air France,5:44:00,2370,Bombardier Q400,226
FL-236165,PEK,DEN,2023-07-23 18:04:00,2023-07-24 00:40:00,EVA Air,6:36:00,2758,Airbus A330,191
FL-139682,DEN,HND,2023-11-25 00:46:00,2023-11-25 07:52:00,Alitalia,7:06:00,927,Boeing 777,153
FL-879828,MIA,HKG,2023-02-05 18:17:00,2023-02-06 02:40:00,Qantas,8:23:00,1875,Boeing 777,206
FL-472778,YVR,SYD,2023-09-15 16:11:00,2023-09-15 19:24:00,United Airlines,3:13:00,2485,Airbus A320,188
FL-959200,MEL,FCO,2023-10-10 03:14:00,2023-10-10 08:55:00,WestJet,5:41:00,1149,Bombardier Q400,244
FL-354571,YYZ,FRA,2023-06-02 10:31:00,2023-06-02 18:59:00,Finnair,8:28:00,1137,Airbus A330,110
FL-408492,ORD,YXU,2023-09-14 01:06:00,2023-09-14 06:38:00,Qatar Airways,5:32:00,2650,Boeing 737,232
FL-190396,JFK,YOW,2023-07-24 00:30:00,2023-07-24 04:48:00,Singapore Airlines,4:18:00,2995,Boeing 737,231
FL-134860,LAX,HND,2023-02-25 14:46:00,2023-02-25 20:33:00,Virgin Atlantic,5:47:00,1444,Airbus A350,206
FL-956584,YXU,FCO,2023-12-18 10:03:00,2023-12-18 13:58:00,British Airways,3:55:00,2194,Embraer E190,190
FL-991432,DFW,LAX,2023-12-06 20:26:00,2023-12-07 03:09:00,Royal Jordanian,6:43:00,663,Airbus A340,183
FL-669418,YXU,FRA,2023-01-07 10:08:00,2023-01-07 13:28:00,Qantas,3:20:00,1004,McDonnell Douglas MD-88,130
FL-701993,PEK,MEX,2023-07-22 19:17:00,2023-07-22 23:18:00,Royal Jordanian,4:01:00,1917,Bombardier CRJ900,198
FL-344114,HND,ICN,2023-04-21 02:36:00,2023-04-21 08:03:00,Emirates,5:27:00,2232,Airbus A330,172
FL-565865,JFK,DEN,2023-05-14 18:11:00,2023-05-15 00:27:00,Aeroflot,6:16:00,1394,Embraer E190,162
FL-982344,LHR,ICN,2023-07-16 03:56:00,2023-07-16 06:57:00,Singapore Airlines,3:01:00,1600,Airbus A330,242
FL-755483,SFO,CDG,2023-09-19 02:12:00,2023-09-19 07:09:00,Virgin Atlantic,4:57:00,600,Boeing 777,227
FL-421995,ATL,MEL,2023-04-13 08:27:00,2023-04-13 11:57:00,Alitalia,3:30:00,1961,Boeing 737 MAX,122
FL-859055,SFO,ORD,2023-02-18 23:36:00,2023-02-19 03:59:00,Swiss International Air Lines,4:23:00,1917,Airbus A350,141
FL-463387,DXB,SYD,2023-10-08 21:47:00,2023-10-09 04:33:00,Asiana Airlines,6:46:00,316,Embraer E190,143
FL-377309,YUL,ORD,2023-03-02 02:59:00,2023-03-02 08:13:00,Thai Airways,5:14:00,363,Boeing 737,182
FL-531814,ATL,SIN,2023-12-09 05:18:00,2023-12-09 07:07:00,Lufthansa,1:49:00,2587,Boeing 737 MAX,122
FL-781425,YHZ,ORD,2023-08-23 11:23:00,2023-08-23 14:39:00,Alitalia,3:16:00,2093,Boeing 737 MAX,159
FL-250075,IST,SFO,2023-05-25 16:35:00,2023-05-25 23:17:00,Cathay Pacific,6:42:00,2579,Boeing 787,194
FL-421751,HND,JFK,2023-11-13 16:58:00,2023-11-14 00:50:00,Aeroflot,7:52:00,1045,Airbus A380,229
FL-254802,IST,PEK,2023-01-01 05:58:00,2023-01-01 08:33:00,Emirates,2:35:00,1881,Boeing 787,178
FL-572800,SYD,SIN,2023-10-22 19:45:00,2023-10-22 23:54:00,KLM,4:09:00,2475,Airbus A350,182
FL-717700,YOW,SYD,2023-12-23 09:21:00,2023-12-23 13:08:00,Virgin Atlantic,3:47:00,1454,Boeing 787,195
FL-199136,HND,ICN,2023-09-21 16:35:00,2023-09-21 22:14:00,Avianca,5:39:00,752,Airbus A320,100
FL-646231,DFW,SYD,2023-03-24 20:27:00,2023-03-24 22:03:00,Aeroflot,1:36:00,2933,Boeing 737 MAX,218
FL-156722,YUL,CDG,2023-11-13 21:24:00,2023-11-14 05:36:00,Air Python,8:12:00,433,McDonnell Douglas MD-88,103
FL-722752,SFO,ICN,2023-05-24 11:03:00,2023-05-24 19:09:00,American Airlines,8:06:00,1280,Airbus A350,249
FL-914073,JFK,YOW,2023-04-20 10:30:00,2023-04-20 16:05:00,Qatar Airways,5:35:00,2967,Boeing 747,242
FL-388321,ORD,LAX,2023-08-12 23:51:00,2023-08-13 04:19:00,WestJet,4:28:00,1328,Airbus A380,170
FL-311002,DFW,LAX,2023-04-19 15:19:00,2023-04-19 18:14:00,Virgin Atlantic,2:55:00,2680,Airbus A350,153
FL-475602,FCO,YOW,2023-10-07 18:32:00,2023-10-07 20:29:00,Emirates,1:57:00,1246,Boeing 777,126
FL-769874,YOW,HKG,2023-12-21 11:21:00,2023-12-21 13:01:00,Lufthansa,1:40:00,1162,Boeing 777,248
FL-143886,ATL,MIA,2023-07-04 00:56:00,2023-07-04 09:25:00,British Airways,8:29:00,1231,Boeing 767,149
FL-607186,FCO,ORD,2023-09-26 11:31:00,2023-09-26 13:22:00,KLM,1:51:00,2430,Airbus A320,245
FL-668275,FCO,YVR,2023-09-21 13:08:00,2023-09-21 18:46:00,KLM,5:38:00,1116,Boeing 767,126
FL-234919,YHZ,SYD,2023-05-07 00:16:00,2023-05-07 05:59:00,Swiss International Air Lines,5:43:00,1244,Boeing 737,198
FL-557844,YVR,HKG,2023-12-25 08:18:00,2023-12-25 14:08:00,United Airlines,5:50:00,1102,Boeing 767,144
FL-808167,ORD,YXU,2023-09-23 00:23:00,2023-09-23 05:00:00,Aeroflot,4:37:00,639,Airbus A330,184
FL-524454,ORD,ICN,2023-08-25 12:06:00,2023-08-25 13:30:00,Aeroflot,1:24:00,251,Boeing 737,170
FL-127594,CDG,LHR,2023-03-08 10:40:00,2023-03-08 12:12:00,Emirates,1:32:00,1164,Boeing 787,168
FL-870973,MEL,SIN,2023-05-10 18:23:00,2023-05-11 01:45:00,British Airways,7:22:00,1736,Boeing 737 MAX,146
FL-154422,DEN,HND,2023-08-09 12:31:00,2023-08-09 14:02:00,Qatar Airways,1:31:00,291,Boeing 787,132
FL-468825,PEK,LAX,2023-02-24 23:20:00,2023-02-25 06:23:00,Air Canada,7:03:00,1317,Airbus A350,229
FL-391381,LAX,JFK,2023-05-21 04:06:00,2023-05-21 06:46:00,Air Python,2:40:00,676,Airbus A320,128
FL-651156,DEN,DFW,2023-08-02 06:32:00,2023-08-02 09:42:00,Delta Airlines,3:10:00,409,Bombardier CRJ900,105
FL-728030,ATL,SIN,2023-03-23 05:21:00,2023-03-23 14:13:00,British Airways,8:52:00,2182,Boeing 777,200
FL-494872,MEX,YVR,2023-11-20 21:03:00,2023-11-21 04:06:00,Singapore Airlines,7:03:00,2363,Embraer E190,243
FL-360367,MEX,DFW,2023-11-07 08:30:00,2023-11-07 16:48:00,Singapore Airlines,8:18:00,1745,Boeing 767,134
FL-371310,LAX,HND,2023-10-06 06:34:00,2023-10-06 14:48:00,British Airways,8:14:00,689,Boeing 737 MAX,169
FL-623296,JFK,MIA,2023-06-15 14:43:00,2023-06-15 16:17:00,Asiana Airlines,1:34:00,1534,Boeing 737,179
FL-542475,PEK,FCO,2023-09-15 15:25:00,2023-09-15 17:54:00,Emirates,2:29:00,1766,Boeing 737,201
FL-395197,JFK,LAX,2023-01-10 21:53:00,2023-01-11 02:48:00,Thai Airways,4:55:00,1032,Boeing 737,231
FL-737421,CDG,LHR,2023-11-18 13:29:00,2023-11-18 14:53:00,KLM,1:24:00,2322,Bombardier Q400,174
FL-660857,DFW,LAX,2023-09-19 00:13:00,2023-09-19 04:08:00,Turkish Airlines,3:55:00,2336,Embraer E190,142
FL-233079,IST,CDG,2023-09-03 06:30:00,2023-09-03 10:15:00,Cathay Pacific,3:45:00,2724,Boeing 747,225
FL-862983,CDG,JFK,2023-09-01 12:33:00,2023-09-01 14:20:00,Iberia,1:47:00,2105,McDonnell Douglas MD-88,114
FL-510951,LAX,SYD,2023-09-26 18:49:00,2023-09-26 22:03:00,Avianca,3:14:00,2783,Airbus A320,134
FL-707965,SFO,DEN,2023-10-21 18:12:00,2023-10-21 20:16:00,Air France,2:04:00,2147,Boeing 737 MAX,224
FL-238152,ICN,ORD,2023-04-06 20:23:00,2023-04-06 23:51:00,Air Canada,3:28:00,2327,Boeing 767,178
FL-750174,AMS,CDG,2023-05-09 22:59:00,2023-05-10 01:53:00,Qatar Airways,2:54:00,2270,Airbus A330,154
FL-860714,SIN,ATL,2023-01-05 02:32:00,2023-01-05 08:57:00,Turkish Airlines,6:25:00,1819,Airbus A350,242
FL-740668,YVR,HND,2023-10-10 06:56:00,2023-10-10 14:42:00,British Airways,7:46:00,2415,Airbus A320,248
FL-640509,YOW,YVR,2023-05-24 00:56:00,2023-05-24 08:43:00,Virgin Atlantic,7:47:00,2774,Airbus A320,233
FL-738002,HND,MIA,2023-02-28 11:49:00,2023-02-28 18:22:00,Avianca,6:33:00,1365,Airbus A330,249
FL-911816,MIA,SFO,2023-11-21 01:46:00,2023-11-21 06:04:00,Lufthansa,4:18:00,689,Embraer E190,157
FL-305619,LAX,YOW,2023-03-05 12:12:00,2023-03-05 15:40:00,Lufthansa,3:28:00,1959,Bombardier CRJ900,226
FL-537968,SYD,FRA,2023-10-05 06:20:00,2023-10-05 07:55:00,Alitalia,1:35:00,1164,Airbus A320,190
FL-472242,ATL,FRA,2023-07-07 22:41:00,2023-07-08 06:29:00,Finnair,7:48:00,1928,Boeing 737 MAX,204
FL-809484,YUL,YVR,2023-09-14 16:02:00,2023-09-14 23:03:00,American Airlines,7:01:00,2976,Boeing 767,117
FL-494601,MEX,AMS,2023-09-08 18:07:00,2023-09-08 21:21:00,Qantas,3:14:00,2528,McDonnell Douglas MD-88,109
FL-882031,IST,ORD,2023-04-28 19:09:00,2023-04-29 03:37:00,Aeroflot,8:28:00,2839,Airbus A380,181
FL-834690,FRA,FCO,2023-09-27 18:48:00,2023-09-28 00:56:00,Air Python,6:08:00,2659,Boeing 777,224
FL-192786,AMS,YYZ,2023-04-05 23:29:00,2023-04-06 00:54:00,Qantas,1:25:00,2167,McDonnell Douglas MD-88,229
FL-634506,ORD,DXB,2023-03-19 12:02:00,2023-03-19 16:58:00,Air Canada,4:56:00,295,Boeing 787,228
FL-182103,MIA,SYD,2023-02-20 08:41:00,2023-02-20 12:39:00,Delta Airlines,3:58:00,2666,Airbus A350,233
FL-104792,MEL,YXU,2023-08-25 04:49:00,2023-08-25 06:21:00,Cathay Pacific,1:32:00,2996,Bombardier Q400,199
FL-938710,PEK,FRA,2023-06-21 17:58:00,2023-06-21 19:01:00,Cathay Pacific,1:03:00,1674,McDonnell Douglas MD-88,145
FL-415875,MEX,SYD,2023-02-12 07:49:00,2023-02-12 10:25:00,Emirates,2:36:00,2295,Bombardier CRJ900,211
FL-717003,JFK,LAX,2023-09-05 07:57:00,2023-09-05 13:17:00,Emirates,5:20:00,1373,Boeing 737,127
FL-704179,YOW,MEX,2023-10-05 10:21:00,2023-10-05 15:02:00,Avianca,4:41:00,439,Boeing 737 MAX,107
FL-826704,SFO,YOW,2023-10-17 16:56:00,2023-10-17 19:47:00,Air Canada,2:51:00,1430,Boeing 737 MAX,241
FL-460274,SIN,JFK,2023-05-01 06:07:00,2023-05-01 12:37:00,Iberia,6:30:00,1647,Boeing 787,120
FL-524234,DEN,LAX,2023-07-13 15:35:00,2023-07-13 18:49:00,Finnair,3:14:00,2839,Bombardier Q400,142
FL-798806,SIN,FRA,2023-04-16 12:05:00,2023-04-16 14:56:00,Delta Airlines,2:51:00,393,McDonnell Douglas MD-88,171
FL-749764,SFO,HND,2023-02-22 18:04:00,2023-02-22 23:53:00,Qantas,5:49:00,1887,Boeing 777,206
FL-973642,MEX,ATL,2023-07-03 10:06:00,2023-07-03 16:44:00,Etihad Airways,6:38:00,2673,Airbus A330,139
FL-301255,MEX,LAX,2023-05-14 03:41:00,2023-05-14 10:32:00,American Airlines,6:51:00,2809,Airbus A320,247
FL-798994,JFK,AMS,2023-09-18 11:04:00,2023-09-18 12:43:00,Swiss International Air Lines,1:39:00,2033,Bombardier Q400,248
FL-581304,DFW,MIA,2023-06-16 03:17:00,2023-06-16 12:14:00,Air France,8:57:00,2773,Boeing 767,234
FL-253157,LHR,YHZ,2023-08-06 20:40:00,2023-08-07 04:25:00,Swiss International Air Lines,7:45:00,2325,Boeing 747,238
FL-136976,YVR,ICN,2023-02-25 09:27:00,2023-02-25 18:06:00,Aeroflot,8:39:00,1349,Boeing 747,219
FL-935797,AMS,IST,2023-12-14 13:32:00,2023-12-14 21:46:00,Air Python,8:14:00,1793,Bombardier CRJ900,123
FL-215832,DXB,YOW,2023-04-19 19:59:00,2023-04-20 04:45:00,Air Python,8:46:00,1665,McDonnell Douglas MD-88,156
FL-426154,SIN,ICN,2023-12-25 16:19:00,2023-12-25 22:38:00,WestJet,6:19:00,1093,Airbus A320,189
FL-594207,LAX,YHZ,2023-12-08 22:04:00,2023-12-09 03:02:00,Air Canada,4:58:00,1201,Airbus A380,150
FL-356719,FRA,DFW,2023-03-06 10:43:00,2023-03-06 13:29:00,ANA All Nippon Airways,2:46:00,2927,McDonnell Douglas MD-88,143
FL-417793,MEL,SFO,2023-01-22 06:30:00,2023-01-22 09:14:00,China Southern Airlines,2:44:00,2051,Bombardier CRJ900,227
FL-556738,ORD,SYD,2023-03-19 00:43:00,2023-03-19 03:41:00,EVA Air,2:58:00,2467,Airbus A320,135
FL-843903,PEK,FCO,2023-08-26 19:35:00,2023-08-26 20:38:00,Air France,1:03:00,1791,Airbus A330,235
FL-726501,LHR,LAX,2023-06-25 09:54:00,2023-06-25 16:14:00,Asiana Airlines,6:20:00,1204,Airbus A380,237
FL-247054,HND,YYZ,2023-08-22 12:16:00,2023-08-22 16:48:00,Aeroflot,4:32:00,1108,Boeing 737 MAX,114
FL-194390,LHR,YVR,2023-06-19 19:33:00,2023-06-20 03:55:00,Air Canada,8:22:00,1520,Airbus A330,133
FL-659397,YVR,YUL,2023-12-26 01:10:00,2023-12-26 08:58:00,United Airlines,7:48:00,1773,Boeing 747,188
FL-202773,YXU,DEN,2023-11-18 08:15:00,2023-11-18 14:41:00,Air Canada,6:26:00,2709,Bombardier CRJ900,167
FL-366800,PEK,JFK,2023-01-07 15:30:00,2023-01-07 17:01:00,Lufthansa,1:31:00,2447,Airbus A380,119
FL-248239,HKG,SYD,2023-01-21 01:41:00,2023-01-21 03:04:00,Air France,1:23:00,389,Embraer E190,168
FL-601402,DXB,SFO,2023-07-15 17:51:00,2023-07-15 22:52:00,Virgin Atlantic,5:01:00,2167,Boeing 737 MAX,206
FL-943914,FRA,YUL,2023-09-21 18:12:00,2023-09-21 19:21:00,WestJet,1:09:00,584,Airbus A330,249
FL-443764,MIA,MEX,2023-06-08 15:26:00,2023-06-08 22:05:00,Etihad Airways,6:39:00,1067,Boeing 737 MAX,225
FL-669144,LAX,SIN,2023-11-21 03:38:00,2023-11-21 12:20:00,Iberia,8:42:00,1167,Boeing 767,223
